tokens,manual_tag,reason,Multitag,tags,,
Iraga|NNP,no_tag,"named entity, beyond our scope",FALSE,,,0
rhino|NNC,animal,,FALSE,tags,,
Moooo|NNP,no_tag,,FALSE,,,
sarap|NNC,no_tag,adjective,FALSE,administration,,
Pogs|NNP,no_tag,,FALSE,,,
Kaano|NNP,no_tag,,FALSE,,,
Cinderella|NNP,no_tag,,FALSE,,,
Kakay|NNP,no_tag,,FALSE,,,
kaibgan|NNC,person,,FALSE,aim,,
kailangan|NNC,object,,FALSE,animal,,
Moroporo|NNP,no_tag,,FALSE,,,
Piringkay|NNP,no_tag,,FALSE,,,
intensiyon|NNC,MISC,abstract,FALSE,consequence,,
langoy|NNC,gerund,,FALSE,event,,
hawak|NNC,"object,no_tag",verb,TRUE,location,,
laki|NNC,no_tag,adjective,FALSE,object,,
pangangamot|NNC,gerund,,FALSE,organization,,
pagkasakim|NNC,gerund,,FALSE,person,,
sibuyas|NNC,food,,FALSE,,,
Lumuluwas|NNP,no_tag,,FALSE,,,
Huwebes|NNP,no_tag,,FALSE,,,
paghahamon|NNC,no_tag,verb,FALSE,gerund,,
Hanah|NNP,no_tag,,FALSE,,,
Sasama|NNP,no_tag,,FALSE,,,
magkaklase|NNC,organization,,FALSE,emotion,,
anino|NNC,MISC,not an object,FALSE,mythical creature,,
kamoteng|NNC,food,,FALSE,body part,,
tansan|NNC,object,,FALSE,food,,
lubak|NNC,location,,FALSE,,,
nigo|NNC,object,,FALSE,,,
Sampaguita|NNP,no_tag,,FALSE,,,
hapon|NNC,event,,FALSE,,,
Yak|NNP,no_tag,,FALSE,,,
luha|NNC,object,,FALSE,,,
Basic|NNP,no_tag,,FALSE,,,
sagana|NNC,no_tag,adjective,FALSE,,,
pandemya|NNC,event,,FALSE,,,
Pagyayaya|NNP,no_tag,,FALSE,,,
batis|NNC,location,,FALSE,,,
Amanda|NNP,no_tag,,FALSE,,,
kita|NNC,no_tag,pronoun,FALSE,,,
Tumalon|NNP,no_tag,,FALSE,,,
pagbaba|NNC,no_tag,verb,FALSE,,,
problema|NNC,MISC,abstract,FALSE,,,
Hoy|NNP,no_tag,,FALSE,,,
Kabog|NNP,no_tag,,FALSE,,,
umaga|NNC,event,,FALSE,,,
Sitio|NNP,no_tag,,FALSE,,,
grupong|NNC_CCP,organization,,FALSE,,,
miyural|NNC,object,,FALSE,,,
biro|NNC,no_tag,verb,FALSE,,,
Sakay|NNP,no_tag,,FALSE,,,
Kadiri|NNP,no_tag,,FALSE,,,
Kokoy|NNC,no_tag,named_entity (person),FALSE,,,
Martes|NNP,no_tag,,FALSE,,,
Covy|NNP,no_tag,,FALSE,,,
Iyan|NNP,no_tag,,FALSE,,,
pananghalian|NNC,food,,FALSE,,,
Kwak|NNP,no_tag,,FALSE,,,
manilo|NNC,no_tag,"verb, to catch with a trap",FALSE,,,
lagay|NNC,no_tag,verb,FALSE,,,
France|NNP,no_tag,,FALSE,,,
Ginoong|NNP,no_tag,,FALSE,,,
papasok|NNC,no_tag,verb,FALSE,,,
Duuuumm|NNP,no_tag,,FALSE,,,
Binintangan|NNP,no_tag,,FALSE,,,
Napakalas|NNP,no_tag,,FALSE,,,
baka|NNC,animal,,FALSE,,,
Tata|NNP,no_tag,,FALSE,,,
Pa|NNC,person,common nickname,FALSE,,,
Ping|NNP,no_tag,,FALSE,,,
i|NNCA,no_tag,verb,FALSE,,,
habol|NNC,object,bisaya,FALSE,,,
hinay|NNC,no_tag,adverb,FALSE,,,
balisbisan|NNC,location,,FALSE,tags,,
bungang|NNC_CCP,food,,FALSE,administration,,
mapula|NNC,no_tag,adjective,FALSE,aim,,
Patingin|NNP,no_tag,,FALSE,,,
bakang|NNC_CCP,animal,,FALSE,animal,,
Teacher|NNP,no_tag,,FALSE,,,
Osito|NNP,no_tag,,FALSE,,,
pagkakaayos|NNC,MISC,abstract,FALSE,consequence,,
almusal|NNC,food,no use case for event,FALSE,event,,
Tito|NNP,no_tag,,FALSE,,,
dalandan|NNC,food,,FALSE,location,,
Palumban|NNP,no_tag,,FALSE,,,
dugtong|NNC,no_tag,verb,FALSE,object,,
tumpok|NNC,object,,FALSE,organization,,
hihihi|NNC,MISC,onomatopoeia,FALSE,person,,
retrato|NNC,object,,FALSE,,,
Tim|NNP,no_tag,,FALSE,,,
galamay|NNC,body part,,FALSE,gerund,,
ilustrador|NNC,person,,FALSE,emotion,,
pauwi|NNC,no_tag,adverb,FALSE,mythical creature,,
uusap|NNC,gerund,,FALSE,body part,,
rambutan|NNC,food,,FALSE,food,,
Dinakip|NNP,no_tag,,FALSE,,,
bunso|NNC,person,,FALSE,,,
pahinaan|NNC,no_tag,verb,FALSE,,,
Undo|NNP,no_tag,,FALSE,,,
kalan|NNC,object,,FALSE,,,
aspin|NNC,animal,,FALSE,,,
Krrrrrrrrrring|NNP,no_tag,,FALSE,,,
Ha|NNP,no_tag,,FALSE,,,
Tambibili|NNP,no_tag,,FALSE,,,
SIL|NNPA,no_tag,named entity,FALSE,,,
hipon|NNC,animal,,FALSE,,,
hiwaga|NNC,MISC,abstract,FALSE,,,
paa|NNC,body part,,FALSE,,,
Pining|NNP,no_tag,,FALSE,,,
kamatis|NNC,food,,FALSE,,,
pikadilyong|NNC_CCP,food,,FALSE,,,
Umindak|NNP,no_tag,,FALSE,,,
mamingwit|NNC,no_tag,verb,FALSE,,,
rutang|NNC_CCP,location,,FALSE,,,
paalala|NNC,"no_tag,MISC",verb abstract,TRUE,,,
Naalog|NNP,no_tag,,FALSE,,,
Rafflesia|NNP,no_tag,,FALSE,,,
RRIINNGG|NNP,no_tag,,FALSE,,,
bilis|NNC,no_tag,adjective,FALSE,,,
bathala|NNC,mythical creature,,FALSE,,,
Mamamangka|NNP,no_tag,,FALSE,,,
dami|NNC,no_tag,adjective,FALSE,,,
Nanoy|NNP,no_tag,,FALSE,,,
baha|NNC,event,,FALSE,,,
Sumilip|NNP,no_tag,,FALSE,,,
Ramos|NNP,no_tag,,FALSE,,,
dibdib|NNC,body part,,FALSE,,,
tumango|NNC,no_tag,verb,FALSE,,,
riyan|NNC,no-tag,not an entity,FALSE,,,
Vicky|NNP,no_tag,,FALSE,,,
pasok|NNC,event,,FALSE,,,
taas|NNC,"location,MISC,no_tag","adjective,abstract measurement",TRUE,,,
anyo|NNC,MISC,abstract,FALSE,,,
halikayo|NNC,no_tag,interjection,FALSE,tags,,
sampalok|NNC,food,,FALSE,administration,,
tanim|NNC,object,,FALSE,aim,,
Ason|NNP,no_tag,,FALSE,,,
lalanguyan|NNC,location,,FALSE,animal,,
mamahalin|NNC,object,,FALSE,consequence,,
laruang|NNC_CCP,object,,FALSE,event,,
Bulalakaw|NNP,no_tag,,FALSE,,,
lipad|NNC,no_tag,verb,FALSE,location,,
Naaamoy|NNP,no_tag,,FALSE,,,
kaingero|NNC,person,,FALSE,object,,
eh|NNCA,no_tag,not an entity,FALSE,organization,,
kain|NNC,no_tag,verb,FALSE,person,,
paglalaro|NNC,no_tag,verb,FALSE,,,
Sali|NNP,no_tag,,FALSE,,,
Mako|NNP,no_tag,,FALSE,,,
Three|NNP,no_tag,,FALSE,,,
balita|NNC,MISC,abstract,FALSE,gerund,,
Yan|NNP,no_tag,,FALSE,,,
tumago|NNC,no_tag,verb,FALSE,emotion,,
Mayon|NNP,no_tag,,FALSE,,,
susi|NNC,object,,FALSE,mythical creature,,
pasukan|NNC,event,,FALSE,body part,,
balde|NNC,object,,FALSE,food,,
tawa|NNC,gerund,,FALSE,,,
edit|NNC,no_tag,verb,FALSE,,,
Puwede|NNP,no_tag,,FALSE,,,
dali|NNC,no_tag,adverb,FALSE,,,
andito|NNC,no_tag,not an entity,FALSE,,,
dahan|NNC,no_tag,"adverb, dahan dahan",FALSE,,,
laman|NNC,object,,FALSE,,,
Eh|NNP,no_tag,,FALSE,,,
Dexter|NNP,no_tag,,FALSE,,,
Tamar|NNP,no_tag,,FALSE,,,
miryenda|NNC,food,,FALSE,,,
ani|NNC,"object,no_tag",verb,TRUE,,,
Maghuhugas|NNP,no_tag,,FALSE,,,
Nicolas|NNP,no_tag,,FALSE,,,
Buti|NNP,no_tag,,FALSE,,,
porma|NNC,MISC,abstract order,FALSE,,,
sakahan|NNC,location,,FALSE,,,
taya|NNC,MISC,abstract role,FALSE,,,
tindahan|NNC,location,,FALSE,,,
pagpapatnubay|NNC,gerund,,FALSE,,,
bisig|NNC,body part,,FALSE,,,
Two|NNP,no_tag,,FALSE,,,
Carl|NNP,no_tag,,FALSE,,,
basketbolista|NNC,person,,FALSE,,,
Basahin|NNP,no_tag,,FALSE,,,
COVID|NNPA,no_tag,named entity,FALSE,,,
kagat|NNC,"gerund,no_tag",verb,FALSE,tags,,
Bikolnon|NNP,no_tag,,FALSE,,,
Papasok|NNP,no_tag,,FALSE,,,
pong|NNC_CCP,no_tag,honorific,FALSE,administration,,
mantika|NNC,food,,FALSE,aim,,
pagbibisekleta|NNC,gerund,,FALSE,animal,,
proyektong|NNC_CCP,MISC,doesn't fit anywhere,FALSE,consequence,,
Pauwi|NNP,no_tag,,FALSE,,,
kalungkutan|NNC,emotion,,FALSE,event,,
pagbuksan|NNC,no_tag,verb,FALSE,location,,
Lilly|NNP,no_tag,,FALSE,,,
Mali|NNP,no_tag,,FALSE,,,
pala|NNC,"object,no_tag",only object on that one use case where it means shovel,TRUE,object,,
pagmamalaki|NNC,no_tag,verb,FALSE,organization,,
Pula|NNP,no_tag,,FALSE,,,
sabat|NNC,no_tag,verb,FALSE,person,,
A|NNPA,no_tag,interjection,FALSE,,,
magpasakay|NNC,no_tag,verb,FALSE,,,
palang|NNC_CCP,no_tag,no use case for shovel,FALSE,gerund,,
dugo|NNC,body part,,FALSE,emotion,,
Biningwit|NNP,no_tag,,FALSE,,,
Tatay|NNP,no_tag,,FALSE,,,
Papelastika|NNP,no_tag,,FALSE,,,
Aya|NNP,no_tag,,FALSE,,,
ulam|NNC,food,,FALSE,mythical creature,,
Klaaaaattt|NNP,no_tag,,FALSE,,,
alab|NNC,no_tag,verb,FALSE,body part,,
kuneho|NNC,animal,,FALSE,food,,
Halika|NNP,no_tag,,FALSE,,,
LEAD|NNPA,no_tag,named entity,FALSE,,,
Simatar|NNP,no_tag,,FALSE,,,
Buhi|NNP,no_tag,,FALSE,,,
Neeeey|NNP,no_tag,,FALSE,,,
Kumakaripas|NNP,no_tag,,FALSE,,,
